sentence,emotion
i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger
i feel like a selfish bitch for feeling this way when countless impoverished people are suffering surely a hundred folds more than i am,anger
i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,anger
i feel that i can answer in a completely un sarcastic way,anger
i was feeling too agitated to read and it was too hot out to walk,anger
i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger
i didnt feel she was being selfish and completely understood where she was coming from,anger
i need that warmth to remind me hes there when life feels cold and empty,anger
i hate it i am feeling bothered by my boob size,anger
i just feel so disgusted with myself,anger
i feel rude about going to the bathroom when she s in there,anger
when my mother kept me in leadingstrings,anger
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger
i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,anger
im definately feeling the change but im refusing to feel impatient about it,anger
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i hate how helpless they make me feel so i get stubborn i stop taking them and im fine until im not but by then im so stubborn i cant make myself start up again until i have a really bad episode and scare myself into taking them and then the cycle starts back all over again,anger
i feel greedy about my work img height src http forums,anger
i feel to you or dad because dad is pissed about the dishes and will in turn belittle the way i feel to simply me being a spoiled little bitch who doesn t do jack around the house,anger
i cant really understand my feeling cause its a mixture between bitter and a sour one which even i dont get,anger
i feel like a greedy ingrate for saying this but i felt kind of bad about my presents,anger
i was snapping at everybody and feeling very grumpy in general,anger
i m tryin my level best be a gud pal but i cant help if u dont understad what i feel abt u dats ur problemn i don think carin for sum is a crime img src rte emoticons smile sarcastic,anger
i feel like im a hateful person sometimes,anger
im feeling cranky im very defensive about it,anger
i got a stitch in my side during the first mile couldnt feel my feet it was so cold etc etc,anger
i am not even italian but i feel outraged by the stupidity of ppl on this blog,anger
i couldn t help but feel personally insulted when oscar denounced the very idea as grotesque and unrealistic,anger
im feeling distracted and a little bit flighty,anger
my roommate was rude to me,anger
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i feel our hearts are treading dangerous territory,anger
i feel stubborn and strong and ready to fight this disease,anger
i dont want the big buttons simply as i dont feel bothered with nice looking button holes maybe next time i have a suspicion they could be the cause of giving up again so to avoid negativity i ordered extra large red press studs that i will attach using a decorative stitch visible from the outside,anger
i feel more irritable,anger
i feel more disgusted with the woman who s undoubtedly banking off this incident the one who handed the pictures off to political pundits who she has to have known would use them in not nice ways,anger
i was in i could feel him and i hated the drawn tight feeling i had,anger
i only feel irritated by it,anger
i am feeling cranky today is due to me not getting enough sleep due to the unexpected long outing yesterday night,anger
i am thankful for the safety of my loved ones and the loved ones of my friends here i am guilty for feeling so i am selfish and i am deeply saddened that there are people back home who cannot say the same,anger
i still do a little floor workout because otherwise i feel antsy or cranky,anger
i feel violent wanna kill someone anyone or kiss them,anger
i feel so cranky irrationally,anger
i wouldn t feel as offended as i do now because the sign would be accurate,anger
im feeling stressed about upcoming events drowning in feelings of being overwhelmed with how much i need to do in order to get my house back in order and the long week i have ahead of me that my husband will be out of town,anger
i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,anger
i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger
im feeling resentful and persecuted about that whole aspect,anger
i am feeling impatient and would just like to get on with life i am in no hurry to push myself right back into illness,anger
i feel like throughout my life to this point in time i can say that ive fucked quite a few people,anger
i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,anger
i feel like i ve fucked up massively for not being able to fight off being suicidal,anger
i feel that while i was furious with the ra and the mug i was polite to her,anger
i am feeling more and more dissatisfied and anxious about this self imposed weekly deadline,anger
im feeling cranky im not going to lie,anger
i have so much to be thankful for so to feel jealous of a skinny girl with a seemingly disposable income who is shopping at the mall seems so,anger
i understand and feel for her pain neferet remains my most hated character in the house of night,anger
i told her that we cannot continue this way and when she is starting to feel frustrated she has to let me know in a calm way,anger
realizing that a friend had been talked into signing a certain contract,anger
i feel frustrated for her when i read those chapters,anger
at a certain situation i felt myself neglected and undeservedly harmed,anger
i feel furious on your behalf,anger
i know you feel tortured reading this,anger
i don t know how i feel i should be bothered,anger
i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger
i feel jealous with them why they can,anger
i feeling irritable,anger
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,anger
i feel really petty at the moment because i am extremely angry because im broke at the moment and it sort of pisses me off,anger
im feeling very grumpy this week but its not just my annual outbreak of ptpt pre te pouhere tension there has surely been a great deal to be grumpy about this week,anger
i tend not to want to cook if i feel grumpy or tired or just stressed,anger
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
i feel greedy part comes in,anger
i call someone i feel like i need to at least talk a few minutes to not be rude,anger
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,anger
i feel less aggravated and upset today i think i realized that its just not worth it it proved to be wasted time and effort pointless and stupid i am fine with not knowing him im uneffected for the time being at least,anger
i feel insulted whenever people say guys cant cry or feel emotional,anger
i sat in the dark of my room for a few minutes trying to figure out if i should feel offended or whether i should heed the advice,anger
i dont have to buy it in tubs which feels vile,anger
i feel rude feel free to grab the seat next to me,anger
i was feeling grouchy and the old man has mentioned that retail therapy is great,anger
i feel if i say anything it just makes me look petty,anger
i feel insulted but i go out with him anyway,anger
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
im just feeling so fucked up nothing can cheer me up,anger
i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed,anger
i don t always remember to do this but when i m feeling bitchy and down on the world if i stop and take a moment to breathe and think about everything i m grateful for the joy seeps back,anger
i do feel jealous sometimes especially when it comes to friends,anger
i help a lot of people at a later time when i m feeling pissed off with things i might look back at my life and say hey i m not that bad a person,anger
i even started feeling impatient with myself when that didn t exactly happen,anger
i was so busy analysing what s wrong that i end up feeling bitter with the things that makes me happy before,anger
i say that i feel like im being tortured by him,anger
i know what happened might still feel real feel dangerous but i don t plan on going anywhere any time soon,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i feel really fucked up still,anger
i never knew it hurt his feelings i just thought he was being sarcastic in return,anger
i felt a bit bad about killing but it always feels like a chore that simply distracted from exploration,anger
i feel disgusted c kj rel bookmark class permalink nov middot,anger
i feel like im losing motivation since the scale has been so unkind to me lately and i cannot get that attitude or i will possibly throw away everything ive worked for,anger
i only cry when i think how guilty youll make me feel and yes ive fucked up a million reasons for shame and im sorry,anger
im feeling every bit the spiteful vindictive bitch i can be at times,anger
i personally feel a little offended i put millennia of brainstorming into those particular three vices,anger
i also find that if youre feeling cold then get out the broom and scrubbing brush some vinegar and old newspapers and give the house a going over,anger
ive been taking to stop the bleeding in my guts has left me feeling far more irritable and violent than usual,anger
i pray that the eyes that read this the minds that comprehend this and the hearts that feel this will not be offended,anger
i squeek at the intimate scenes not once did i feel grossed out or appalled in anyway and not because im a freak but because when you read about these two loving people you forget that theyre brother and sister,anger
i feel you see there is always the possibility that someone might laugh or feel disgusted and it is easier for her too to express her feelings about a story and not about her boyfriend,anger
i start to feel agitated lacking in patience and just down right cranky,anger
i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated,anger
i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in,anger
i need to reflect on why i feel irritated,anger
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger
i climbed the hill feeling frustrated that id pretty much paced entirely wrong for this course and that a factor that has never ever hampered me had made such a dent in the day,anger
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,anger
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger
i was feeling mad,anger
i want to scream to yell at everyone who i feel has wronged me but honestly what good will that do,anger
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,anger
i feel sarcastic poetry coming on,anger
i hated that i hurt him with my feelings i hated that i was dating somebody i didn t love i hated that i pretended lied to a friend i really treassured,anger
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger
i can t relax my heart skips a beat now and then i feel other people s emotions i get irritated when i am pacing around not knowing what i need to do to feel better,anger
when i heard about the treatment of a friend in jail really inhuman i never realised that such things also happen in the netherlands,anger
i just feel cold said rachel,anger
i get the feeling were being tortured,anger
i feel agitated and the result is not pleasant the opposite of calm and peaceful,anger
i know we create our own destiny but do you ever feel resentful for the way your life turned out,anger
i loved a person and he went away it wasnt necessary that he left me to reach his goals,anger
i know the environment i live in we all smile and politely wave but i have my moments of feeling absolutely appalled at how shortsighted people can be,anger
i feel an angel steal me from the greedy jaws of death and chance and pull me in with steady hands theyve given me a second chance the artist in the ambulance can we pick you off the ground more than flashing lights and sound,anger
i feel kinda violent today,anger
i can write as many entries as humanly possible in one day and still feeling dissatisfied that i write everything i wanted to the fact that i complain all the time about being lonely,anger
i hope you enjoy and do not feel offended,anger
i feel this feeling when i am to fill in a questionnaire or a form,anger
im feeling rather hostile over the whole hostel situation,anger
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,anger
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
im feeling bitchy and unappreciated today,anger
i didnt think i was angry but now that im typing away feeling my words evaporate into cyberspace i am very pissed that this is happening,anger
i have not written is that i am still feeling angry about something that happened on friday which seems to have invaded my happy place with recurring angry thoughts,anger
i guess im not ready for that still young and feeling rebellious,anger
i feel like people think im just being selfish with my gender if that makes sense,anger
i feel like when nikolas gets here im going to have such a rude wake up call,anger
i ended the episode feeling really pissed,anger
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,anger
i didnt know whether or not to feel flattered or some sort of disgusted,anger
i really feel like i m wading in dangerous waters here but i think dialog is really important too,anger
i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,anger
i feel more and more stressed,anger
i am feeling very cranky this christmas,anger
in ward a was an epileptic patient who was burnt the whole body and was stinking very much such that the whole ward was affected few people could come near him,anger
i feel like im being petty about this,anger
i would hate to be bit imagine if the secretary is feeling irritable that day eh,anger
i want to do all but i cant help feeling greedy,anger
i felt good before the race but once i started to run i guess i was feeling the effects of the cold and congestion i didnt really realize i still had,anger
i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents,anger
i feel furious at myself for being so pathetic furious at her for various reasons,anger
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger
i feel like im gonna be so greedy with him cuz i just love him so much,anger
i know i am not alone when i say i often feel rushed,anger
i feel like i m going to break at any second and become as mad and deranged a la helena bonham carter in sweeney todd,anger
i feel bitter and just honkerblonked off in general,anger
i feel like thats what vicious circle is,anger
i could feel my feet getting agitated once i got to the metropolitan pavilion,anger
i look at him i feel disgusted and some what annoyed by his actions,anger
i miss time with my husband and not feeling rushed to get back home to relieve our caregiver,anger
i needed to feel rebellious,anger
i have swung between feeling resentful that others need me to feeling ashamed and angry that i am not more with it and able to be a better daughter sister friend citizen,anger
i know they mean no harm but i cant help but feel offended,anger
i havent worked out today but i feel like im just not going to feel it ive been so stressed at work and just in life that this week is just bad,anger
i feel the sting of pain from its teeth but im angered,anger
ive reserved the right to feel all stubborn and powerless about it,anger
i should ask them to move but the movers were working full speed and i didnt feel like being bitchy,anger
i feel that it is dangerous to portray angels as walking the earth and intermarrying with humans,anger
i feel frustrated lonely or am having a hard time i think of elf and regain my strength lets spend together you guys and the other member for sure,anger
i know its the lot of the dumpee to feel slighted jealous unable to move on depressed angry and a whole bunch of other negative emotions that stem from the whole rejection and sometimes replacement involved in the break up process,anger
i feel bitter but i want to rise up,anger
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,anger
i feel really bitter,anger
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
i feel like this way i would be less bothered,anger
i feel like my very own very little barbie doll i get to decorate myself up i hated heels before but thats all i wear now,anger
in the army,anger
i was rather calm after writing down how i truly feel so was not as agitated as sonia yixuan and atiqah,anger
i kinda like you when i saw hannah montana but since you broke up with nick i feel like you are so a heartless person,anger
i know that this pair of socks took about two months to make but i feel that was because yours truly was truly distracted by the strings as i like to call it,anger
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,anger
i had never read the posts i never would have spent the emotional and mental energy to argue with them in my head or feel irritated by them,anger
i want to be to be worthy of them especially when i m feeling the sarcastic crone,anger
im feeling really agitated for some reason i think its coz im confused,anger
i just want them to hug and drink beer together and for neither of them to feel tortured at the same time,anger
i also feel a little resentful of the fact that im spending what are supposed to be some of the best years of my life taking care of other people while what little social life i have atrophies because im left without the time or energy to maintain it,anger
i feel angered by this,anger
i feel furious about him not leaving,anger
i guess only my wife can really know for sure but i feel at least a little bit less selfish since being married,anger
i have been walking around feeling pissed off at the world lately,anger
i ate feeling hateful towards myself because of a number,anger
i feel rediculous and petty and yet justified,anger
i am so happy but yet i feel enraged,anger
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,anger
i thought i hope our vanquished england failures are watching this and feeling very envious and determined to do everything to improve and maybe one day do something similar before i die,anger
i really feel irritated with all these,anger
i was feeling very offended at the line of questioning and almost walked out but i stuck around for some reason,anger
i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,anger
i feel like i am getting fucked,anger
i feel impatient to do a final post after four more weeks with tangible results so far its exciting to see how far the philips reaura can go in terms of firming and smoothing,anger
i have the feeling that im going to be stubborn about it,anger
i feel slightly snobbish,anger
i couldnt help feel infuriated when i had left the building,anger
i feel like i m on the receiving end of a violent attack,anger
i must say though i have been feeling pretty violent,anger
i feel rather stressed for the preparations for prom night,anger
ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,anger
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,anger
i didnt feel as obnoxious as before when i didnt feel like doing anything but sulk,anger
i get on new years eve but it makes me feel rebellious being underage and all,anger
i am feeling envious of other nations that despite the very small land,anger
insulted by disgusting people,anger
i feel it is rude of me to ask,anger
i have written but you feel the need to point out that someone somewhere could be offended if they were to read my words out of context knowing nothing about me and after having a really bad day do not bother to inform me of this,anger
i was feeling stubborn so when my friend said that i had to come to her if i wanted a hug i said well come halfway but no so i just walked off and shes leaving today,anger
i feel this violence is petty and impractical,anger
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,anger
i get one i feel like i need to either even things out by immediately giving one back or make things even less even by using a comeback as if i was just insulted,anger
i forgive myself that i have accepted and allowed myself to feel tortured by a headache,anger
i have to leave my hair alone now if im feeling impatient,anger
i feel so cranky right now,anger
im feelin spiteful so well actually visit my house to watch rally finland,anger
i feel stressed my intention is to remain in control of my feelings,anger
i didnt feel insulted though,anger
i can feel the frantic beat of his heart but cookie s voice is surprisingly clear,fear
i feel a little suspicious,fear
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,fear
i guess being the good friend that he is he can not and will not allow me to go on with life feeling so distressed and confused,fear
i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,fear
i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one,fear
i feel a strange sense of foreboding,fear
i often fought feelings of hopelessness because of our seemingly helpless financial situation,fear
i feel uncomfortable when i need to sit through a bad presentations,fear
i feel a bit frightened that you are touching my car while i am away repeatedly i ask you to stop putting stuff on it,fear
i get these intrusive thoughts mostly violent ones or sometimes sexual the sexual ones make me feel really agitated not pleasant at all whereas the violent ones don t tend to bother me,fear
im back with another skincare review well actually i feel reluctant to make a review of sectret key snail egf repairing gel cream because i even stopped using it switched back to my second jar of a href http sparkleapple,fear
im not feeling frantic yet so instead i am going to make this sleep teddy,fear
im feeling deeply overwhelmed by these ordinary tasks,fear
i am feeling shaky all day too,fear
i go to tell someone to feel her kick she gets shy and stops,fear
i was left feeling slightly intimidated and overwhelmed,fear
i remember feeling a bit confused and really questioned her saying that to me,fear
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,fear
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly,fear
i feel the most uncertain about the project,fear
i can feel myself slowly uncoiling from the fearful place inside and enjoying the time as i hope he can enjoy it and starting to actually swim around a bit rather than just walk in the water,fear
i feel strange being thankful when such awful things on the other sides of the oceans that surround that country happen on a daily basis,fear
i am a bit out of my comfort zone too and im feeling a tad apprehensive,fear
i feel pressured to talk to them,fear
i didn t feel like she was shy so much as taking it all in as her mother has described her,fear
i feel suspicious of innanimate objects and as though my house is actually the set of a play or a movie or some kind of model of itself and how did i come to be here and why is that carpet looking up at me like that,fear
i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,fear
im feeling intimidated by my own achievements,fear
i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone,fear
i was feeling very pressured,fear
i know it s gross to think that you are putting snail mucus on your face but it s a small price for beauty plus the texture of the product is just like any other face cream so it won t feel weird,fear
i have this crush on my bus mate and i feel strange about it because i used to despise him,fear
i feel terrified of the future,fear
i feel nervous just walking outside,fear
i taught him what it can look like and how it could make him feel scared confused excited nervous,fear
i got home i started to feel weird,fear
i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do,fear
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,fear
i suppose if one were to love someone one would feel doubtful,fear
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
i sometimes feel so vulnerable and so lost,fear
i feel like im a shy enormous pink flamingo man,fear
i thought about it later feeling anxious and worried,fear
i get involved into a tale of good versus evil i want to feel afraid of the dark to a certain extent,fear
i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,fear
i feel really vulnerable with him i tell him too much im too honest and i hate it,fear
i just don t feel like having distraught parents breathing down my neck,fear
im feeling a bit apprehensive about it as i dont know if my little note cards will stand out from the mass of talent on etsy,fear
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,fear
i just hope we can help him feel less afraid and more supported and loved,fear
i feel a strange sense of achievement that i have scraped every nook and cranny of the shells for juicy morsels,fear
i understand that you re feeling anxious,fear
i made the other day which more or less sums up how i feel about the delusion of my life for the past years or so i became somewhat frightened of myself and decided to get a little distance from that guy,fear
im left feeling paranoid and like it keeps getting harder to feel happy,fear
ive heard it so many times already im already feeling skeptical of whatever they say,fear
i could feel my tremors coming on and i started to get real shaky,fear
i was thinking that i might be ready but was feeling unsure of my assessment,fear
i almost feel startled,fear
i enjoy feedback and love comments on my posts so please do not feel afraid,fear
i feel like that nurse reluctant to know where to start but optimistic that we can do one thing to help,fear
i spent the first couple of days feeling a bit restless so i kept myself busy with cleaning and organizing etc,fear
i forgive myself that i have accepted adn allowed myself to feel uncertain and inferior the moment someobdy is looking at me as i do physical labour,fear
i start to feel unsure,fear
i have the feeling i am going to be tortured tonight,fear
im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear
i was abruptly reminded of why i was feeling so agitated in la,fear
i spend time dating or attempting to date only to end up feeling confused,fear
i simply said how sorry i am and just got out from her car and got into my house feeling restless,fear
i feel distraught as ever,fear
i guess she was feeling pretty hesitant,fear
when my mother was seriously ill and had to be admitted to the hospital,fear
i feel horribly restless,fear
i feel like there must be more to life than this and i m afraid there isn t,fear
i feel indecisive it feels like the security that i usually feel from sensing the ground beneath my feet is suddenly gone and i am left feeling wobbly and unhappy,fear
i feel that the very foundations of my faith have been shaken to the core,fear
i could find another reason i m new in the area and i feel less intimidated with a simple tool that i can understand,fear
i told him i was feeling anxious about turning thirty,fear
i feel uncomfortable using the word awesome but this idea actually is,fear
i drafted this post at least a month ago and now i m feeling quite uncertain about it,fear
i can walk down another street and stop feeling helpless and hopeless,fear
i would feel timid wearing them beacuse id try to not get them dirty etc,fear
i woke up on the sofa feeling extremely agitated around pm,fear
i know im feeling agitated as it is from a side effect of the too high dose,fear
i feel i am shy and i am afraid of keeping my point of view,fear
when i was ten i got shut in the school with a friend i had to jump out of a window and cross a beam metres high,fear
ive ever invented hail ember and flake are probably the three that are the most me so this story feels especially vulnerable,fear
i feel nervous but hes in control pretty soon,fear
i remember sitting in my family room in dallas watching the story unfold in new york so many years ago and feeling so helpless,fear
i feel hesitant because i don t want to put too much stock in the possibility that maybe today marks the end of a hard year and the start of one that might be better,fear
i am feeling fairly uncertain about most things right this moment,fear
i did feel unsure about it but thanks to l a lot of people liked it,fear
i am feeling shaky and tired i feel like i do when i go on a long run without eating and come home and just really wanting a banana or some gatorade,fear
i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it,fear
i feel pressured in social situations yes but not as much anymore i love my body enough to not abandon it for the sake of someone else s beliefs,fear
im feeling a little apprehensive about tomorrows weigh in,fear
im feeling insecure and sad because i dont know what to do with my book,fear
i feel very apprehensive,fear
i just remember feeling frantic desperately trying to say what i needed to say to q,fear
i was feeling a bit shaky and a bit off centre but i think most of that was worrying about things out of my control,fear
im pretty sure of is this feeling inside me of being terrified,fear
im under a lot of stress and feeling overwhelmed,fear
i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship,fear
i was still feeling a bit unsure a bit not convinced still a bit frustrated,fear
i was talking to elder ditlevsen the other day about my plans at college and things and how you guys were all way excited for me to get back and he told me that he remembered feeling a little nervous as a parent,fear
i did feel reluctant to keep on going and drew focalors sigil with a black opium incense stick on a wall by grabbing the wooden part and pulling the incense part back slightly and allowing it to smack to wall leaving a black powder line and meditated,fear
i would not feel as shaken if i were appreciated for at least a tiny bit,fear
i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin,fear
i have written i don t know why this would make me feel shy,fear
i feel threatened by anyone i get this feeling that i want to kill someone,fear
i feel more anxious than i have in quite some time in fact,fear
i feel very apprehensive to adopt labels and to even identify myself as queer it seems that im still quite unclear on that subject and it keeps me feeling separate from the queer community like joel,fear
ill feel uncomfortable although i always heard people or friends around calling their loved one honey babe my angel darling peaches pickle gt,fear
i still feel constantly paranoid and anxious i keep wanting to go on facebook to check he hasn t been back on there i keep wanting to go through the texts on his phone i feel edgy when he s at work and want him to come straight home to me,fear
i realise that although i originally started this blog for a specific purpose it has really grown beyond that and i shouldnt feel pressured to writing about specific things,fear
i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit,fear
i left feeling very distressed,fear
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
i feel a litte shaken up by this point,fear
i feel really wimpy saying it but,fear
i thought id try to demonstrate the difference as i know if i hadnt seen it for myself i may still be feeling doubtful,fear
i feel strongly it could be helping people and doing what i am unsure of but it isn t within the us,fear
i asked feeling slightly wimpy,fear
i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,fear
i feeling shy,fear
i need to manage my spending money more wisely but im feeling uncertain and stressed as of late,fear
i feel unsure because my financial future thanks to the stupid law is at this point partly dependent on js integrity rejected and jilted by j after we took vows unsure and even a little worried about getting passport ability to do so,fear
i feel quite nervous and scared too x scared cos ill be taking the plane back to singapore on my own cos i cant stay as long as my two other friends have planned t,fear
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,fear
finding out that i am not an as able student as i thought,fear
i want to not feel shy with them i want to have fun with them,fear
i feel but distressed is sufficient,fear
i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable,fear
i feel like ive entered some weird universe and i really am grateful for it,fear
i am feeling overwhelmed with excitement and anxiety as i prepare for my flight to florence in a few hours,fear
i know just how you feel any ache pain in tummy i get frightened incase it em again,fear
i also feel paranoid that everyone is listening to my phone conversations whats that all about,fear
i feel overwhelmed they might say my stomach hurts or my head hurts,fear
i also always feel a little scared,fear
i guess i am just feeling slightly shaken at this sudden news,fear
im feeling gently hesitant about posting these photos because this time the race slapped do not copy on every picture,fear
i feel scared and unsure and out of place,fear
i was out shopping with a friend the other day and she asked how i was feeling about the book coming out and i said i was terrified and she asked why,fear
im guessing with everyone standing there she was feeling timid about moving through the crowd again,fear
i instantly feel anxious that a police officer is going to pull me over,fear
i feel like im almost uh afraid of everything so to speak,fear
i kind of feel fearful of starting,fear
i think i feel myself flushing don t be alarmed i m on a headache medicine that causes that sometimes,fear
i didnt feel alarmed moreso a feeling of total welcome,fear
i feel tortured by all this and im not quite sure how to handle it other then getting drunk non stop so as to not feel anything at all,fear
i feel really strange without my bangs and sometimes i want just to cut my hair,fear
i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
i feel like a paranoid stalker or something,fear
i may be having a constant dullness and heaviness over my heart that makes me feel restless bored and unsatisfied however i know very well that such feelings are evoked by the time of the month,fear
when my mothers heart nearly stopped,fear
i guess i feel insecure and anxious,fear
i feel uncertain of how i can keep my personal development of fitness and health going in the right direction,fear
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear
i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,fear
i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous,fear
i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters,fear
i must confess im feeling a little overwhelmed,fear
i often find myself feeling assaulted by a multitude of sense impressions,fear
i feel like a wimpy blubbering fool right now,fear
i just feel skeptical,fear
ill go because it warms my muscles and i always laugh in the midst of our quirky little inter generational exercise family and after six months im a regular which reminds me that ive accomplished the epic feat of no longer feeling in some way intimidated when i go to the gym,fear
i answered feeling rather skeptical,fear
i hope you don t run around irrationally killing people when you feel threatened like animals do,fear
i just feel distressed i dont know why though but i do,fear
i feel apprehensive about the ride ahead,fear
i don t want to go home to toronto and feel like a nobody tortured artist loser for two weeks and smoke pot alone in my bedroom and watch degrassi junior high and then weep,fear
i am left feeling rather distressed and torn,fear
i did not picture myself feeling shy in this class when i signed up for it,fear
i did that at the recent french open with the claret jug so i now feel somewhat reluctant i got close to the claret jug in france as i felt afterwards i want to be able to do that till hopefully win the open and then get to bond it for the next twelve months,fear
im feeling somewhat indecisive about what to do in terms of an alliance,fear
i had it in my head as it relates to the workplace because i had just been irritable to someone a tiny bit lower in status than myself in response to someone who is higher than me making me feel momentarily pressured,fear
